id,model,sku,retail_price,weboffer_price,name,category,manufacturer,description,availability,quantity,weight,transportational_weight,date_expected,main_image,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,attribute,attribute.1,attribute.2,attribute.3,attribute.4,attribute.5,attribute.6,attribute.7,attribute.8,attribute.9,attribute.10,attribute.11,attribute.12,attribute.13,attribute.14,attribute.15,attribute.16,attribute.17,attribute.18,attribute.19,attribute.20,attribute.21,attribute.22,attribute.23,attribute.24,attribute.25,attribute.26,attribute.27,attribute.28,attribute.29,attribute.30,attribute.31,attribute.32,attribute.33,Merged Images
13546,273555,"GP037-0263,1",47.0,39.0,Помощна масичка - Нощно шкафче Echo Megapap цвят сиво ретро 30x42x45см.,Мебели за вътрешни помещения > Нощни шкафчета,MEGAPAP,"Помощна масичка - Нощно шкафче Echo Megapap цвят сив ретро 30x42x45см. Технически характеристики:			Цвят: сив ретро		Размери: Дължина 30 x Дълбочина 42 x Височина 45 см.		Дебелина на меламина: 18мм.				Черната рамка на мебелите е метална.		Изработена от ПДЧ с покритие от меламин с отлично качество и висока устойчивост на износване и време.		Металът не ръждясва и е боядисан с електростатична прахова боя.		Материалите за изработка са безвредни за околната среда и здравето, не съдържат канцерогенни вещества и отговарят на европейските стандарти за качество Е1.		Разполага с сертификати EUTR, FSC, ISO 9001 и ISO 14001.		Идеален за вашето домашно и професионално пространство.	Внимание на имитациите: Подобни дизайни на мебели могат да се предлагат на пазара на по-ниска цена, но с различни материали за изработка. Винаги проверявайте дебелината на ПДЧ-то и най-вече дали покритието е истински меламин или хартомеламин (Paperwood). Разликата в качеството и устойчивостта е голяма, меламинът и хартомеламинът нямат нищо общо помежду си.		Забележки: Продуктът се доставя неасемблиран в заводската си опаковка с подробни инструкции за сглобяване. Цветовият нюанс на продукта може да се различава леко от фотографското му изображение на екрана ви.",In Stock,10,6.7,0.021909,,"https://www.megapap.com/image/catalog/products/GP037-0263,1-0.jpg","https://www.megapap.com/image/catalog/products/GP037-0263,1-1.jpg","https://www.megapap.com/image/catalog/products/GP037-0263,1-2.jpg","https://www.megapap.com/image/catalog/products/GP037-0263,1-3.jpg","https://www.megapap.com/image/catalog/products/GP037-0263,1-4.jpg",,,,,,,Брой пакети на бройка: 1,Дълбочина монтирана см: 42,"Кила опаковка кг: 6,7","Кило парче кг: 5,7","Кубичен метър на кутия cbm: 0,02","Обем на кутия mmm: 0,02","Обем на брой cbm: 0,02","Кубичен елемент ммм: 0,02","Дължина на кутията см: 45,5",Дължина в сглобено състояние см: 30,Дебелина на плочите в мм: 18,"Ширина на кутията см: 33,5",Височина на кутията см: 12,Височина в изправено положение см: 45,Материал на изработка: ПДЧ с меламин,Бройки в кутията: 1,K/D: YES,,,,,,,,,,,,,,,,,,"https://www.megapap.com/image/catalog/products/GP037-0263,1-0.jpg, https://www.megapap.com/image/catalog/products/GP037-0263,1-1.jpg, https://www.megapap.com/image/catalog/products/GP037-0263,1-2.jpg, https://www.megapap.com/image/catalog/products/GP037-0263,1-3.jpg, https://www.megapap.com/image/catalog/products/GP037-0263,1-4.jpg"
13547,273548,"GP037-0262,2",79.0,65.0,Ъглово телевизионно шкафче Echo Megapap цвят сапфирен дъб 98x37x45см.,Мебели за вътрешни помещения > Мебели за телевизор,MEGAPAP,"Ъглово телевизионно шкафче Echo Megapap цвят сапфирен дъб 98x37x45см. Технически характеристики: 	Цвят: сапфирен дъб	Размери: Дължина 98 x Дълбочина 37 x Височина 45 см.	Дебелина на меламина: 18мм	Черната рамка на мебелите е метална.	Изработено от ПДЧ с покритие от меламин с отлично качество и висока устойчивост на износване и време.	Металът не ръждясва и е боядисан с електростатична прахова боя.	Разполага с две рафтове и може да бъде поставено идеално в ъгъл.	Материалите за изработка са безвредни за околната среда и здравето, не съдържат канцерогенни вещества и отговарят на европейските стандарти за качество Е1.	Разполага с сертификати EUTR, FSC, ISO 9001 и ISO 14001.	Идеално за вашия домашен и професионален пространство. Внимание на имитациите: Подобни дизайни на мебели могат да се предлагат на пазара на по-ниска цена, но с различни материали за изработка. Винаги проверявайте дебелината на ПДЧ-то и най-вече дали покритието е истински меламин или хартомеламин (Paperwood). Разликата в качеството и устойчивостта е голяма, меламинът и хартомеламинът нямат нищо общо помежду си. Забележки: Продуктът се доставя неасемблиран в заводската си опаковка с подробни инструкции за сглобяване. Цветовият нюанс на продукта може да се различава леко от фотографското му изображение на екрана ви.",In Stock,5,16.4,0.06490312,05/11/2025,"https://www.megapap.com/image/catalog/products/GP037-0262,2-0.jpg","https://www.megapap.com/image/catalog/products/GP037-0262,2-1.jpg","https://www.megapap.com/image/catalog/products/GP037-0262,2-2.jpg","https://www.megapap.com/image/catalog/products/GP037-0262,2-3.jpg","https://www.megapap.com/image/catalog/products/GP037-0262,2-4.jpg",,,,,,,Брой пакети на бройка: 1,Дълбочина настроена см: 37,"Кила опаковка кг: 16,4",Кило парче кг: 15,"Кубичен контейнер куб.м: 0,06","Обем на кутия mmm: 0,06","Кубичен елемент cbm: 0,06","Кубичен елемент ммм: 0,06","Дължина на кутията см: 107,5",Дължина в см: 98,Дебелина на плочите в мм: 18,"Ширина на кутията см: 48,3","Височина на кутията см: 12,5",Височина в изправено положение см: 45,Материал на изработка: ПДЧ с меламин,Бройки в кутията: 1,K/D: YES,,,,,,,,,,,,,,,,,,"https://www.megapap.com/image/catalog/products/GP037-0262,2-0.jpg, https://www.megapap.com/image/catalog/products/GP037-0262,2-1.jpg, https://www.megapap.com/image/catalog/products/GP037-0262,2-2.jpg, https://www.megapap.com/image/catalog/products/GP037-0262,2-3.jpg, https://www.megapap.com/image/catalog/products/GP037-0262,2-4.jpg"
13548,273549,"GP037-0262,1",79.0,65.0,Ъглово телевизионно шкафче Echo Megapap цвят сив ретро 98x37x45см.,Мебели за вътрешни помещения > Мебели за телевизор,MEGAPAP,"Ъглово телевизионно шкафче Echo Megapap цвят сив ретро 98x37x45см. Технически характеристики:	Цвят: сив ретро	Размери: Дължина 98 x Дълбочина 37 x Височина 45 см.	Дебелина на меламина: 18мм	Черната рамка на мебелите е метална.	Изработено от ПДЧ с покритие от меламин с отлично качество и висока устойчивост на износване и време.	Металът не ръждясва и е боядисан с електростатична прахова боя.	Разполага с две рафтове и може да бъде поставено идеално в ъгъл.	Материалите за изработка са безвредни за околната среда и здравето, не съдържат канцерогенни вещества и отговарят на европейските стандарти за качество Е1.	Разполага с сертификати EUTR, FSC, ISO 9001 и ISO 14001.	Идеално за вашия домашен и професионален пространство. Внимание на имитациите: Подобни дизайни на мебели могат да се предлагат на пазара на по-ниска цена, но с различни материали за изработка. Винаги проверявайте дебелината на ПДЧ-то и най-вече дали покритието е истински меламин или хартомеламин (Paperwood). Разликата в качеството и устойчивостта е голяма, меламинът и хартомеламинът нямат нищо общо помежду си. Забележки: Продуктът се доставя неасемблиран в заводската си опаковка с подробни инструкции за сглобяване. Цветовият нюанс на продукта може да се различава леко от фотографското му изображение на екрана ви.",In Stock,12,16.4,0.06490312,,"https://www.megapap.com/image/catalog/products/GP037-0262,1-0.jpg","https://www.megapap.com/image/catalog/products/GP037-0262,1-1.jpg","https://www.megapap.com/image/catalog/products/GP037-0262,1-2.jpg","https://www.megapap.com/image/catalog/products/GP037-0262,1-3.jpg","https://www.megapap.com/image/catalog/products/GP037-0262,1-4.jpg",,,,,,,Брой пакети на бройка: 1,Дълбочина настроена см: 37,"Кила опаковка кг: 16,4",Кило парче кг: 15,"Кубичен контейнер куб.м: 0,06","Обем на кутия mmm: 0,06","Кубичен елемент cbm: 0,06","Кубичен елемент ммм: 0,06","Дължина на кутията см: 107,5",Дължина в см: 98,Дебелина на плочите в мм: 18,"Ширина на кутията см: 48,3","Височина на кутията см: 12,5",Височина в изправено положение см: 45,Материал на изработка: ПДЧ с меламин,Бройки в кутията: 1,K/D: YES,,,,,,,,,,,,,,,,,,"https://www.megapap.com/image/catalog/products/GP037-0262,1-0.jpg, https://www.megapap.com/image/catalog/products/GP037-0262,1-1.jpg, https://www.megapap.com/image/catalog/products/GP037-0262,1-2.jpg, https://www.megapap.com/image/catalog/products/GP037-0262,1-3.jpg, https://www.megapap.com/image/catalog/products/GP037-0262,1-4.jpg"
13549,273562,"GP037-0261,3",119.0,99.0,"Библиотека Archy Megapap цвят светъл орех 53x31,7x180см.",Мебели за вътрешно пространство > Библиотеки,MEGAPAP,"Библиотека Archy Megapap цвят светъл орех 53x31,7x180см. Технически характеристики: 	Цвят: светъл орех	Размери: Дължина 53 x Дълбочина 31,7 x Височина 180 см.	Дебелина на меламина: 18мм.	Съдържа пет рафта.	Изработена от ПДЧ с покритие от меламина с отлично качество и висока устойчивост на износване и време.	Металът не ръждясва и е боядисан с електростатична прахова боя.	Материалите за производство са безвредни за околната среда и здравето, не съдържат канцерогенни вещества и отговарят на европейските стандарти за качество Е1.	Разполага с сертификати EUTR, FSC, ISO 9001 и ISO 14001.	Идеална за вашето домашно и професионално пространство. Внимание на имитациите: Подобни дизайни на мебели могат да се предлагат на пазара на по-ниска цена, но с различни материали за производство. Винаги проверявайте дебелината на ПДЧ и най-вече дали покритието е истинска меламина или хартомеламина (Paperwood). Разликата в качество и устойчивост е голяма, меламинът и хартомеламинът нямат нищо общо помежду си. Забележки: Продуктът се доставя неасемблиран в заводската си опаковка с подробни инструкции за сглобяване. Цветовият нюанс на продукта може да се различава леко от фотографското му изображение на екрана ви.",In Stock,12,21.75,0.07951495,,"https://www.megapap.com/image/catalog/products/GP037-0261,3-0.jpg","https://www.megapap.com/image/catalog/products/GP037-0261,3-1.jpg","https://www.megapap.com/image/catalog/products/GP037-0261,3-2.jpg","https://www.megapap.com/image/catalog/products/GP037-0261,3-3.jpg","https://www.megapap.com/image/catalog/products/GP037-0261,3-4.jpg",,,,,,,Брой пакети на бройка: 1,"Дълбочина монтирана см: 31,7","Тегло на опаковката кг: 21,75",Кило парче кг: 20,"Кубичен контейнер куб.м: 0,07","Обем на кутия mmm: 0,07","Кубичен елемент cbm: 0,07","Кубичен елемент ммм: 0,07","Дължина на кутията см: 195,1",Дължина в см: 53,Дебелина на плочите в мм: 18,"Ширина на кутията см: 44,3","Височина на кутията см: 9,2",Височина в изправено положение см: 180,Материал на изработка: ПДЧ с меламин - Метал,Бройки в кутията: 1,K/D: YES,,,,,,,,,,,,,,,,,,"https://www.megapap.com/image/catalog/products/GP037-0261,3-0.jpg, https://www.megapap.com/image/catalog/products/GP037-0261,3-1.jpg, https://www.megapap.com/image/catalog/products/GP037-0261,3-2.jpg, https://www.megapap.com/image/catalog/products/GP037-0261,3-3.jpg, https://www.megapap.com/image/catalog/products/GP037-0261,3-4.jpg"
13550,273537,"GP037-0261,2",119.0,99.0,"Библиотека Archy Megapap цвят сив ретро 53x31,7x180см.",Мебели за вътрешно пространство > Библиотеки,MEGAPAP,"Библиотека Archy Megapap цвят сив ретро 53x31,7x180см. Технически характеристики: 	Цвят: сив ретро	Размери: Дължина 53 x Дълбочина 31,7 x Височина 180 см.	Дебелина на меламина: 18мм.	Съдържа пет рафта.	Изработена от ПДЧ с покритие от меламина с отлично качество и висока устойчивост на износване и време.	Металът не ръждясва и е боядисан с електростатична прахова боя.	Материалите за производство са безвредни за околната среда и здравето, не съдържат канцерогенни вещества и отговарят на европейските стандарти за качество Е1.	Разполага с сертификати EUTR, FSC, ISO 9001 и ISO 14001.	Идеална за вашето домашно и професионално пространство. Внимание на имитациите: Подобни дизайни на мебели могат да се предлагат на пазара на по-ниска цена, но с различни материали за производство. Винаги проверявайте дебелината на ПДЧ и най-вече дали покритието е истинска меламина или хартомеламина (Paperwood). Разликата в качество и устойчивост е голяма, меламинът и хартомеламинът нямат нищо общо помежду си. Забележки: Продуктът се доставя неасемблиран в заводската си опаковка с подробни инструкции за сглобяване. Цветовият нюанс на продукта може да се различава леко от фотографското му изображение на екрана ви.",In Stock,11,21.75,0.07951495,,"https://www.megapap.com/image/catalog/products/GP037-0261,2-0.jpg","https://www.megapap.com/image/catalog/products/GP037-0261,2-1.jpg","https://www.megapap.com/image/catalog/products/GP037-0261,2-2.jpg","https://www.megapap.com/image/catalog/products/GP037-0261,2-3.jpg","https://www.megapap.com/image/catalog/products/GP037-0261,2-4.jpg",,,,,,,Брой пакети на бройка: 1,"Дълбочина монтирана см: 31,7","Тегло на опаковката кг: 21,75",Кило парче кг: 20,"Кубичен контейнер куб.м: 0,07","Обем на кутия mmm: 0,07","Кубичен елемент cbm: 0,07","Кубичен елемент ммм: 0,07","Дължина на кутията см: 195,1",Дължина в см: 53,Дебелина на плочите в мм: 18,"Ширина на кутията см: 44,3","Височина на кутията см: 9,2",Височина в изправено положение см: 180,Материал на изработка: ПДЧ с меламин - Метал,Бройки в кутията: 1,K/D: YES,,,,,,,,,,,,,,,,,,"https://www.megapap.com/image/catalog/products/GP037-0261,2-0.jpg, https://www.megapap.com/image/catalog/products/GP037-0261,2-1.jpg, https://www.megapap.com/image/catalog/products/GP037-0261,2-2.jpg, https://www.megapap.com/image/catalog/products/GP037-0261,2-3.jpg, https://www.megapap.com/image/catalog/products/GP037-0261,2-4.jpg"
13551,273538,"GP037-0261,1",119.0,99.0,"Библиотека Archy Megapap цвят сапфирен дъб 53x31,7x180см.",Мебели за вътрешно пространство > Библиотеки,MEGAPAP,"Библиотека Archy Megapap цвят сапфирен дъб 53x31,7x180см. Технически характеристики: 	Цвят: сапфирен дъб	Размери: Дължина 53 x Дълбочина 31,7 x Височина 180 см.	Дебелина на меламина: 18мм.	Съдържа пет рафта.	Изработена от ПДЧ с покритие от меламин с отлично качество и висока устойчивост на износване и време.	Металът, от който е изработена, не ръждясва и е боядисан с електростатично прахово покритие.	Материалите за изработка са безвредни за околната среда и здравето, не съдържат канцерогенни вещества и отговарят на европейските стандарти за качество Е1.	Разполага с сертификати EUTR, FSC, ISO 9001 и ISO 14001.	Идеална за вашето домашно и професионално пространство. Внимание на имитациите: Подобни дизайни на мебели могат да се предлагат на пазара на по-ниска цена, но с различни материали за изработка. Винаги проверявайте дебелината на ПДЧ и най-вече дали покритието е истински меламин или хартомеламин (Paperwood). Разликата в качеството и устойчивостта е голяма, меламинът и хартомеламинът нямат нищо общо помежду си. Забележки: Продуктът се доставя неасемблиран в заводската си опаковка с подробни инструкции за сглобяване. Цветовият нюанс на продукта може да се различава леко от фотографското му изображение на екрана ви.",In Stock,10,21.75,0.07951495,,"https://www.megapap.com/image/catalog/products/GP037-0261,1-0.jpg","https://www.megapap.com/image/catalog/products/GP037-0261,1-1.jpg","https://www.megapap.com/image/catalog/products/GP037-0261,1-2.jpg","https://www.megapap.com/image/catalog/products/GP037-0261,1-3.jpg","https://www.megapap.com/image/catalog/products/GP037-0261,1-4.jpg",,,,,,,Брой пакети на бройка: 1,"Дълбочина монтирана см: 31,7","Тегло на опаковката кг: 21,75",Кило парче кг: 20,"Кубичен контейнер куб.м: 0,07","Обем на кутия mmm: 0,07","Кубичен елемент cbm: 0,07","Кубичен елемент ммм: 0,07","Дължина на кутията см: 195,1",Дължина в см: 53,Дебелина на плочите в мм: 18,"Ширина на кутията см: 44,3","Височина на кутията см: 9,2",Височина в изправено положение см: 180,Материал на изработка: ПДЧ с меламин - Метал,Бройки в кутията: 1,K/D: YES,,,,,,,,,,,,,,,,,,"https://www.megapap.com/image/catalog/products/GP037-0261,1-0.jpg, https://www.megapap.com/image/catalog/products/GP037-0261,1-1.jpg, https://www.megapap.com/image/catalog/products/GP037-0261,1-2.jpg, https://www.megapap.com/image/catalog/products/GP037-0261,1-3.jpg, https://www.megapap.com/image/catalog/products/GP037-0261,1-4.jpg"
13552,273391,"GP028-0078,5",240.0,199.0,Рецепция - офис Lemmon Megapap цвят орех 160x70x110см.,Офис мебели > Рецепция,MEGAPAP,"Рецепция - reception Lemmon Megapap цвят орех 160x70x110см. Технически характеристики: 	Цвят: орех	Размери: Дължина 160 x Дълбочина 70 x Височина 110 см.	Дебелина на меламина: 18мм.	Изработено от ПДЧ с покритие от меламин с отлично качество и висока устойчивост на износване и време.	Материалите за изработка са безвредни за околната среда и здравето, не съдържат канцерогенни вещества и отговарят на европейските стандарти за качество Е1.	Идеално за рецепцията на вашето професионално пространство. Внимание на имитациите: Подобни дизайни на мебели могат да се предлагат на пазара на по-ниска цена, но с различни материали за изработка. Винаги проверявайте дебелината на ПДЧ и най-вече дали покритието е истински меламин или хартомеламин (Paperwood). Разликата в качеството и устойчивостта е голяма, меламинът и хартомеламинът нямат нищо общо помежду си. Забележки: Продуктът се доставя неасемблиран в заводската си опаковка с подробни инструкции за сглобяване. Цветовият нюанс на продукта може да се различава леко от фотографското му изображение на екрана ви.",In Stock,7,62.2,0.16417401,,"https://www.megapap.com/image/catalog/products/GP028-0078,5-0.jpg","https://www.megapap.com/image/catalog/products/GP028-0078,5-1.jpg","https://www.megapap.com/image/catalog/products/GP028-0078,5-2.jpg","https://www.megapap.com/image/catalog/products/GP028-0078,5-3.jpg",,,,,,,,Брой пакети на бройка: 2,Дълбочина монтирана см: 70,"Кила опаковка кг: 62,2",Кило на брой кг: 61,"Обем на кутия cbm: 0,16","Кубичен контейнер mmm: 0,16","Кубичен обем cbm: 0,16","Обем на парче ммм: 0,16",Дължина на кутията см: КУТИЯ A: 166 КУТИЯ B: 166,Дължина в положение cm: 160,Дебелина на плочите в мм: 18,Ширина на кутията см: КУТИЯ A: 78 КУТИЯ B: 41,Височина на кутията см: КУТИЯ A: 9 КУТИЯ B: 7,Височина в изправено положение см: 110,Материал на изработка: ПДЧ с меламин,Бройки в кутията: 1,K/D: YES,,,,,,,,,,,,,,,,,,"https://www.megapap.com/image/catalog/products/GP028-0078,5-0.jpg, https://www.megapap.com/image/catalog/products/GP028-0078,5-1.jpg, https://www.megapap.com/image/catalog/products/GP028-0078,5-2.jpg, https://www.megapap.com/image/catalog/products/GP028-0078,5-3.jpg"
13553,273654,"GP028-0073,5",84.0,69.0,Холна маса Marcello Megapap цвят бял 110x55x47см.,Мебели за вътрешни помещения > Холни маси,MEGAPAP,"Масичка за хол Marcello Megapap от меламин бял цвят 110x55x47см. Технически характеристики:	Цвят: бял	Размери: Дължина 110 x Дълбочина 55 x Височина 47 см.	Дебелина на меламина: 25мм.	Изработена от ПДЧ с покритие от меламин с отлично качество и висока устойчивост на износване и време.	Материалите за изработка са безвредни за околната среда и здравето, не съдържат канцерогенни вещества и отговарят на европейските стандарти за качество Е1.	Идеална за вашето домашно и професионално пространство. Внимание на имитациите: Подобни дизайни на мебели могат да се предлагат на пазара на по-ниска цена, но с различни материали за изработка. Винаги проверявайте дебелината на ПДЧ-то и най-вече дали покритието е истински меламин или хартомеламин (Paperwood). Разликата в качеството и устойчивостта е голяма, меламинът и хартомеламинът нямат нищо общо помежду си. Забележки: Продуктът се доставя неасемблиран в заводската си опаковка с подробни инструкции за сглобяване. Цветовият нюанс на продукта може да се различава леко в сравнение с фотографското му изображение на екрана ви.",In Stock,10,18.0,0.049532,,"https://www.megapap.com/image/catalog/products/GP028-0073,5-0.jpg","https://www.megapap.com/image/catalog/products/GP028-0073,5-1.jpg","https://www.megapap.com/image/catalog/products/GP028-0073,5-2.jpg","https://www.megapap.com/image/catalog/products/GP028-0073,5-3.jpg",,,,,,,,Брой пакети на бройка: 1,Дълбочина монтирана см: 55,Кила опаковка кг: 18,"Кило парче кг: 17,7","Кубичен контейнер куб.м: 0,04","Кубичен обем ммм: 0,04","Кубичен елемент cbm: 0,04","Кубичен елемент mmm: 0,04",Дължина на кутията см: 116,Дължина в положение cm: 110,Дебелина на плочите мм: 25,Ширина на кутията в см: 61,Височина на кутията см: 7,Височина в изправено положение см: 47,Материал на изработка: ПДЧ с меламин,Бройки в кутията: 1,K/D: YES,,,,,,,,,,,,,,,,,,"https://www.megapap.com/image/catalog/products/GP028-0073,5-0.jpg, https://www.megapap.com/image/catalog/products/GP028-0073,5-1.jpg, https://www.megapap.com/image/catalog/products/GP028-0073,5-2.jpg, https://www.megapap.com/image/catalog/products/GP028-0073,5-3.jpg"
13554,273560,"GP037-0062,4",103.0,85.0,Работно бюро Cowork Megapap цвят светъл орех 94x50x91см.,Офис мебели > Бюра,MEGAPAP,"Офис бюро Cowork Megapap светло орехово цвят 94x50x91см. Технически характеристики:			Цвят: светло орехово		Размери: Дължина 94 x Дълбочина 50 x Височина 91 см.		Изработено от ПДЧ с покритие от меламин с отлично качество и висока устойчивост на износване и време.		Дебелина на меламина: 18мм.		Материалите за изработка са безвредни за околната среда и здравето, не съдържат канцерогенни вещества и отговарят на европейските стандарти за качество Е1.		Разполага с сертификати EUTR, FSC, ISO 9001 и ISO 14001.		Идеално за вашето домашно и професионално пространство.	Внимание на имитациите: Подобни дизайни на мебели могат да се предлагат на пазара на по-ниска цена, но с различни материали за изработка. Винаги проверявайте дебелината на ПДЧ-то и най-вече дали покритието е истински меламин или хартомеламин (Paperwood). Разликата в качеството и устойчивостта е голяма, меламинът и хартомеламинът нямат нищо общо помежду си.		Забележки: Продуктът се доставя неасемблиран в заводската си опаковка с подробни инструкции за сглобяване. Цветовият нюанс на продукта може да се различава леко в сравнение с фотографското му изображение на екрана ви.",In Stock,4,25.35,0.06861642,,"https://www.megapap.com/image/catalog/products/GP037-0062,4-0.jpg","https://www.megapap.com/image/catalog/products/GP037-0062,4-1.jpg","https://www.megapap.com/image/catalog/products/GP037-0062,4-2.jpg","https://www.megapap.com/image/catalog/products/GP037-0062,4-3.jpg","https://www.megapap.com/image/catalog/products/GP037-0062,4-4.jpg","https://www.megapap.com/image/catalog/products/GP037-0062,4-5.jpg",,,,,,Брой пакети на бройка: 1,Дълбочина монтирана см: 50,"Кила опаковка кг: 25,35",Кило парче кг: 24,"Кубичен контейнер куб.м: 0,06","Обем на кутия mmm: 0,06","Кубичен елемент cbm: 0,06","Кубичен елемент ммм: 0,06","Дължина на кутията см: 113,5",Дължина в положение cm: 94,Дебелина на плочите в мм: 18,"Ширина на кутията см: 53,5","Височина на кутията см: 11,3",Височина в изправено положение см: 91,Материал на изработка: ПДЧ с меламин,Бройки в кутията: 1,K/D: YES,,,,,,,,,,,,,,,,,,"https://www.megapap.com/image/catalog/products/GP037-0062,4-0.jpg, https://www.megapap.com/image/catalog/products/GP037-0062,4-1.jpg, https://www.megapap.com/image/catalog/products/GP037-0062,4-2.jpg, https://www.megapap.com/image/catalog/products/GP037-0062,4-3.jpg, https://www.megapap.com/image/catalog/products/GP037-0062,4-4.jpg, https://www.megapap.com/image/catalog/products/GP037-0062,4-5.jpg"
13555,273173,"GP042-0267,2",115.0,95.0,"Шкаф за вход Track Megapap цвят орех 60x38,2x190см.",Мебели за вътрешно пространство > Мебели за вход,MEGAPAP,"Мебел за вход Track Megapap цвят орех 60x38,2x190см. Технически характеристики: 	Цвят: орех	Размери: Дължина 60 x Дълбочина 38,2 x Височина 190 см.	Съдържа три метални закачалки и едно шкафче.	Дебелина на меламина: 18мм.	Съдържа удобна възглавница за сядане.	Изработен от ПДЧ с покритие от меламин с високо качество и устойчивост на износване и време.	Материалите за производство са безвредни за околната среда и здравето, не съдържат канцерогенни вещества и отговарят на европейските стандарти за качество Е1.	Сертифициран е по TSE и ISO 9001.	Идеален за вашето домашно и професионално пространство. Внимание на имитациите: Подобни дизайни на мебели могат да се предлагат на пазара на по-ниска цена, но с различни материали за производство. Винаги проверявайте дебелината на ПДЧ и най-вече дали покритието е истински меламин или хартомеламин (Paperwood). Разликата в качеството и устойчивостта е голяма, меламинът и хартомеламинът нямат нищо общо помежду си. Забележки: Продуктът се доставя неасемблиран в заводската си опаковка с подробни инструкции за сглобяване. Цветовият нюанс на продукта може да се различава леко от фотографското му изображение на екрана ви.",Εξαντλήθηκε,0,31.0,0.128876,,"https://www.megapap.com/image/catalog/products/GP042-0267,2-0.jpg","https://www.megapap.com/image/catalog/products/GP042-0267,2-1.jpg","https://www.megapap.com/image/catalog/products/GP042-0267,2-2.jpg","https://www.megapap.com/image/catalog/products/GP042-0267,2-3.jpg","https://www.megapap.com/image/catalog/products/GP042-0267,2-4.jpg","https://www.megapap.com/image/catalog/products/GP042-0267,2-5.jpg",,,,,,Брой пакети на бройка: 2,"Дълбочина в см: 38,2",Килограми на опаковката кг: 31,Кило парче кг: 29,"Кубичен метър cbm: 0,12","Обем на кутия mmm: 0,12","Кубичен елемент cbm: 0,12","Кубичен елемент ммм: 0,12",Дължина на кутията см: КУТИЯ A: 197 КУТИЯ B: 68,Дължина в сглобено състояние см: 60,Дебелина на плочите в мм: 18,Ширина на кутията см: КУТИЯ A: 66 КУТИЯ B: 44,Височина на кутията см: КУТИЯ A: 6 КУТИЯ B: 17,Височина в изправено положение см: 190,Материал на изработка: ПДЧ с меламин,Бройки в кутията: 1,K/D: YES,,,,,,,,,,,,,,,,,,"https://www.megapap.com/image/catalog/products/GP042-0267,2-0.jpg, https://www.megapap.com/image/catalog/products/GP042-0267,2-1.jpg, https://www.megapap.com/image/catalog/products/GP042-0267,2-2.jpg, https://www.megapap.com/image/catalog/products/GP042-0267,2-3.jpg, https://www.megapap.com/image/catalog/products/GP042-0267,2-4.jpg, https://www.megapap.com/image/catalog/products/GP042-0267,2-5.jpg"
